                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 0.9809,                 1.8452,                 1.0217,                0.71251,                0.27009,                0.47311,                0.36702,                0.80913,                 2.5946,                0.88967,             0.00032372,             0.00032372,             0.00032372
                     83,                0.91718,                 2.0736,                0.99241,                0.71251,                0.27009,                0.47311,                0.36702,                0.80913,                 2.5946,                0.88967,             0.00032695,             0.00032695,             0.00032695
                     84,                0.94271,                 2.1848,                0.98728,                0.72875,                0.31413,                0.48153,                0.37174,                0.80719,                 2.5156,                0.88865,             0.00033015,             0.00033015,             0.00033015
                     85,                0.93948,                 2.2884,                0.96262,                0.72875,                0.31413,                0.48153,                0.37174,                0.80719,                 2.5156,                0.88865,             0.00033334,             0.00033334,             0.00033334
                     86,                 0.9349,                 2.3329,                0.97522,                0.72875,                0.31413,                0.48153,                0.37174,                0.80719,                 2.5156,                0.88865,             0.00033651,             0.00033651,             0.00033651
                     87,                0.94541,                 1.9023,                0.98685,                0.72875,                0.31413,                0.48153,                0.37174,                0.80719,                 2.5156,                0.88865,             0.00033965,             0.00033965,             0.00033965
                     88,                 0.9248,                 2.0807,                 0.9582,                0.71996,                0.32895,                0.54409,                0.41955,                0.81627,                 2.4244,                0.89046,             0.00034278,             0.00034278,             0.00034278
                     89,                0.99496,                 2.2018,                0.97553,                0.71996,                0.32895,                0.54409,                0.41955,                0.81627,                 2.4244,                0.89046,             0.00034589,             0.00034589,             0.00034589
                     90,                  0.919,                 1.9551,                 0.9403,                0.71996,                0.32895,                0.54409,                0.41955,                0.81627,                 2.4244,                0.89046,             0.00034899,             0.00034899,             0.00034899
                     91,                0.90094,                 1.7885,                0.97936,                0.71996,                0.32895,                0.54409,                0.41955,                0.81627,                 2.4244,                0.89046,             0.00035206,             0.00035206,             0.00035206
                     92,                0.97864,                 2.2875,                 1.0187,                0.71939,                0.35344,                0.49958,                0.38235,                0.82162,                 2.3801,                0.89132,             0.00035511,             0.00035511,             0.00035511
                     93,                0.98716,                  2.059,                 0.9785,                0.71939,                0.35344,                0.49958,                0.38235,                0.82162,                 2.3801,                0.89132,             0.00035815,             0.00035815,             0.00035815
                     94,                 0.9394,                 2.0109,                0.94721,                0.71939,                0.35344,                0.49958,                0.38235,                0.82162,                 2.3801,                0.89132,             0.00036116,             0.00036116,             0.00036116
                     95,                0.94486,                 1.9542,                0.98616,                0.71939,                0.35344,                0.49958,                0.38235,                0.82162,                 2.3801,                0.89132,             0.00036416,             0.00036416,             0.00036416
                     96,                0.88535,                 1.9771,                0.96343,                0.72739,                0.36145,                0.49548,                0.38694,                0.82075,                 2.4218,                0.89217,             0.00036714,             0.00036714,             0.00036714
                     97,                 0.9406,                 2.1546,                0.96305,                0.72739,                0.36145,                0.49548,                0.38694,                0.82075,                 2.4218,                0.89217,              0.0003701,              0.0003701,              0.0003701
                     98,                0.99097,                 2.0218,                  1.002,                0.72739,                0.36145,                0.49548,                0.38694,                0.82075,                 2.4218,                0.89217,             0.00037304,             0.00037304,             0.00037304
                     99,                0.98774,                 1.9546,                0.98009,                0.72739,                0.36145,                0.49548,                0.38694,                0.82075,                 2.4218,                0.89217,             0.00037596,             0.00037596,             0.00037596
                    100,                 0.9884,                 2.2209,                 1.0368,                0.68254,                0.48787,                0.50357,                0.39817,                 0.8394,                 2.4963,                0.89753,             0.00037887,             0.00037887,             0.00037887
                    101,                0.96575,                 1.9397,                0.98019,                0.68254,                0.48787,                0.50357,                0.39817,                 0.8394,                 2.4963,                0.89753,             0.00038175,             0.00038175,             0.00038175
                    102,                0.96083,                 1.8738,                 1.0133,                0.68254,                0.48787,                0.50357,                0.39817,                 0.8394,                 2.4963,                0.89753,             0.00038175,             0.00038175,             0.00038175
                    103,                0.97865,                 1.9641,                0.97857,                0.68254,                0.48787,                0.50357,                0.39817,                 0.8394,                 2.4963,                0.89753,             0.00038081,             0.00038081,             0.00038081
                    104,                0.95099,                 1.8588,                0.98719,                0.69291,                0.48944,                0.49144,                0.38818,                0.85552,                 2.4695,                0.90539,             0.00037987,             0.00037987,             0.00037987
                    105,                0.98712,                 2.0339,                0.98822,                0.69291,                0.48944,                0.49144,                0.38818,                0.85552,                 2.4695,                0.90539,             0.00037892,             0.00037892,             0.00037892
                    106,                0.93387,                 1.9225,                0.96985,                0.69291,                0.48944,                0.49144,                0.38818,                0.85552,                 2.4695,                0.90539,             0.00037798,             0.00037798,             0.00037798
                    107,                  0.991,                 2.0196,                0.99255,                0.69291,                0.48944,                0.49144,                0.38818,                0.85552,                 2.4695,                0.90539,             0.00037704,             0.00037704,             0.00037704
                    108,                0.88386,                 1.8239,                0.98648,                0.69779,                 0.5208,                0.49665,                0.39123,                0.88156,                  2.299,                0.91546,              0.0003761,              0.0003761,              0.0003761
                    109,                0.99869,                 2.2036,                0.99209,                0.69779,                 0.5208,                0.49665,                0.39123,                0.88156,                  2.299,                0.91546,             0.00037515,             0.00037515,             0.00037515
                    110,                0.98726,                 1.7536,                 1.0552,                0.69779,                 0.5208,                0.49665,                0.39123,                0.88156,                  2.299,                0.91546,             0.00037421,             0.00037421,             0.00037421
                    111,                0.97288,                 1.7052,                 1.0048,                0.69779,                 0.5208,                0.49665,                0.39123,                0.88156,                  2.299,                0.91546,             0.00037327,             0.00037327,             0.00037327
                    112,                 1.0029,                 2.1392,                   1.04,                0.69518,                 0.5445,                0.51204,                0.39937,                0.87752,                 2.1004,                0.91633,             0.00037233,             0.00037233,             0.00037233
                    113,                0.93848,                 1.7117,                0.99126,                0.69518,                 0.5445,                0.51204,                0.39937,                0.87752,                 2.1004,                0.91633,             0.00037138,             0.00037138,             0.00037138
                    114,                0.98036,                 1.8824,                0.98642,                0.69518,                 0.5445,                0.51204,                0.39937,                0.87752,                 2.1004,                0.91633,             0.00037044,             0.00037044,             0.00037044
                    115,                0.95392,                 1.8895,                0.96186,                0.69518,                 0.5445,                0.51204,                0.39937,                0.87752,                 2.1004,                0.91633,              0.0003695,              0.0003695,              0.0003695
                    116,                  1.002,                 1.9635,                 1.0126,                0.52599,                0.55927,                0.51858,                 0.4048,                0.85863,                 1.9506,                0.91127,             0.00036856,             0.00036856,             0.00036856
                    117,                 0.9634,                 1.5254,                 1.0286,                0.52599,                0.55927,                0.51858,                 0.4048,                0.85863,                 1.9506,                0.91127,             0.00036761,             0.00036761,             0.00036761
                    118,                 1.0025,                 1.7462,                  1.007,                0.52599,                0.55927,                0.51858,                 0.4048,                0.85863,                 1.9506,                0.91127,             0.00036667,             0.00036667,             0.00036667
                    119,                0.95293,                 1.9373,                0.99863,                0.52599,                0.55927,                0.51858,                 0.4048,                0.85863,                 1.9506,                0.91127,             0.00036573,             0.00036573,             0.00036573
                    120,                 1.0581,                 1.9293,                  1.043,                0.55556,                0.53435,                0.55213,                0.43197,                0.84644,                 1.8959,                0.90701,             0.00036479,             0.00036479,             0.00036479
                    121,                0.98263,                 1.7661,                0.99532,                0.55556,                0.53435,                0.55213,                0.43197,                0.84644,                 1.8959,                0.90701,             0.00036384,             0.00036384,             0.00036384
                    122,                0.90767,                 1.8162,                0.96785,                0.55556,                0.53435,                0.55213,                0.43197,                0.84644,                 1.8959,                0.90701,              0.0003629,              0.0003629,              0.0003629
